timestamp,c_dht,h_dht,c_bme,p_bme,h_bme
1713370567,21.97452,51.39239,19.86,996.96,44.51
1713370577,21.97452,51.36797,19.86,996.99,44.46
1713370587,21.97452,51.39239,19.84,997.07,44.54
1713370597,21.97452,51.40459,19.85,997.03,44.54
1713370607,21.97452,51.40459,19.85,997.05,44.51
1713370617,21.97452,51.42901,19.84,996.98,44.54
1713370627,21.98787,51.42901,19.85,996.97,44.52
1713370637,21.97452,51.40459,19.84,996.91,44.51
1713370647,21.97452,51.44122,19.85,996.87,44.52
1713370657,21.97452,51.42901,19.84,996.88,44.52
1713370667,21.9585,51.37865,19.85,996.92,44.52
1713370677,21.94514,51.38781,19.84,996.90,44.53
1713370687,21.9585,51.37865,19.84,996.93,44.52
1713370697,21.97452,51.41833,19.84,996.94,44.55
1713370707,21.94514,51.41375,19.84,996.91,44.57
1713370717,21.9585,51.47326,19.84,996.90,44.58
1713370727,21.94514,51.43664,19.84,996.90,44.54
1713370737,21.94514,51.44732,19.84,996.89,44.56
1713370747,21.94514,51.48394,19.84,996.99,44.58
1713370757,21.94514,51.47021,19.83,996.91,44.57
1713370767,21.94514,51.44732,19.84,996.95,44.56
1713370777,21.94514,51.46105,19.83,996.94,44.55
1713370787,21.93179,51.5053,19.83,996.90,44.58
1713370797,21.94514,51.49615,19.82,996.91,44.57
1713370807,21.94514,51.49615,19.84,996.92,44.58
1713370817,21.9585,51.49767,19.83,996.90,44.57
1713370827,21.94514,51.50683,19.83,996.93,44.57
1713370837,21.9585,51.49767,19.83,996.96,44.57
1713370847,21.94514,51.46105,19.82,996.91,44.58
1713370857,21.94514,51.47021,19.82,997.00,44.59
1713370867,21.93179,51.45953,19.82,997.00,44.58
1713370877,21.90242,51.47784,19.82,996.95,44.58
1713370887,21.93179,51.46868,19.81,996.96,44.59
1713370897,21.91844,51.46563,19.81,996.99,44.60
1713370907,21.91844,51.46563,19.81,996.96,44.61
1713370917,21.93179,51.51904,19.81,996.99,44.59
1713370927,21.91844,51.47936,19.82,997.02,44.62
1713370937,21.93179,51.49615,19.81,996.99,44.62
1713370947,21.91844,51.52819,19.81,996.93,44.62
1713370957,21.93179,51.5053,19.81,996.99,44.64
1713370967,21.91844,51.52819,19.81,996.93,44.65
1713370977,21.93179,51.5053,19.8,997.00,44.65
1713370987,21.94514,51.49615,19.8,996.95,44.65
1713370997,21.93179,51.54192,19.8,996.94,44.65
1713371007,21.90242,51.52514,19.8,996.96,44.66
1713371017,21.91844,51.52819,19.8,996.94,44.67
1713371027,21.93179,51.56481,19.8,996.94,44.67
1713371037,21.91844,51.56176,19.79,996.90,44.68
1713371047,21.91844,51.57549,19.79,996.96,44.69
1713371057,21.93179,51.58923,19.79,996.95,44.69
1713371067,21.93179,51.58923,19.79,996.98,44.69
1713371077,21.90242,51.56023,19.79,996.98,44.65
1713371087,21.93179,51.5526,19.79,996.93,44.67
1713371097,21.91844,51.5877,19.79,996.92,44.67
1713371107,21.90242,51.56023,19.79,996.93,44.67
1713371117,21.88907,51.60601,19.79,996.98,44.68
1713371127,21.90242,51.58465,19.79,996.98,44.71
1713371137,21.93179,51.60143,19.79,996.93,44.73
1713371147,21.88907,51.60601,19.79,997.04,44.69
1713371157,21.91844,51.63348,19.79,996.87,44.72
1713371167,21.90242,51.63042,19.79,996.92,44.76
1713371177,21.88907,51.6289,19.79,996.98,44.74
1713371187,21.88907,51.63958,19.79,996.90,44.78
1713371197,21.90242,51.6762,19.79,996.98,44.78
1713371207,21.90242,51.68536,19.78,996.91,44.79
1713371217,21.90242,51.6762,19.78,996.94,44.78
1713371227,21.90242,51.6762,19.79,996.95,44.79
1713371237,21.88907,51.68383,19.78,996.89,44.79
1713371247,21.90242,51.6762,19.78,996.91,44.80
1713371257,21.88907,51.66247,19.77,996.93,44.82
1713371267,21.87572,51.69299,19.77,996.86,44.81
1713371277,21.88907,51.68383,19.77,996.84,44.83
1713371287,21.91844,51.72198,19.77,996.87,44.83
1713371297,21.88907,51.73876,19.77,996.86,44.82
1713371307,21.87572,51.70367,19.77,996.88,44.80
1713371317,21.87572,51.71587,19.77,996.88,44.77
1713371327,21.87572,51.72503,19.77,996.87,44.81
1713371337,21.90242,51.72961,19.77,996.84,44.79
1713371347,21.87572,51.70367,19.77,996.90,44.78
1713371357,21.87572,51.73571,19.77,996.83,44.82
1713371367,21.87572,51.73571,19.77,996.83,44.82
1713371377,21.87572,51.74944,19.77,996.81,44.82
1713371387,21.8597,51.73418,19.76,996.79,44.79
1713371397,21.87572,51.72503,19.76,996.87,44.81
1713371407,21.87572,51.71587,19.76,996.90,44.81
1713371417,21.88907,51.73876,19.76,996.82,44.80
1713371427,21.87572,51.72503,19.76,996.87,44.81
1713371437,21.87572,51.71587,19.76,996.85,44.80
1713371447,21.88907,51.72655,19.76,996.81,44.82
1713371457,21.87572,51.74944,19.75,996.78,44.84
1713371467,21.8597,51.78912,19.76,996.79,44.87
1713371477,21.88907,51.78149,19.75,996.85,44.87
1713371487,21.87572,51.75861,19.75,996.85,44.86
1713371497,21.87572,51.75861,19.75,996.85,44.84
1713371507,21.90242,51.78455,19.75,996.80,44.85
1713371517,21.87572,51.7937,19.75,996.80,44.87
1713371527,21.84634,51.75402,19.75,996.86,44.87
1713371537,21.84634,51.74487,19.75,996.80,44.88
1713371547,21.8597,51.7998,19.74,996.78,44.90
1713371557,21.8597,51.74487,19.74,996.81,44.90
1713371567,21.88907,51.7937,19.74,996.73,44.92
1713371577,21.84634,51.80896,19.74,996.81,44.93
1713371587,21.87572,51.81354,19.73,996.85,44.95
1713371597,21.84634,51.78912,19.74,996.84,44.92
1713371607,21.8597,51.78912,19.74,996.81,44.92
1713371617,21.8597,51.81201,19.74,996.82,44.93
1713371627,21.83299,51.86237,19.74,996.78,44.90
1713371637,21.8597,51.83185,19.73,996.75,44.93
1713371647,21.8597,51.81201,19.72,996.84,44.92
1713371657,21.83299,51.80743,19.73,996.77,44.94
1713371667,21.8597,51.83185,19.73,996.82,44.94
1713371677,21.8597,51.82117,19.72,996.81,44.98
1713371687,21.83299,51.86237,19.72,996.81,44.98
1713371697,21.84634,51.8761,19.72,996.78,44.97
1713371707,21.84634,51.85321,19.72,996.78,44.99
1713371717,21.8597,51.84558,19.72,996.80,45.00
1713371727,21.83299,51.87305,19.73,996.79,44.99
1713371737,21.8597,51.89899,19.73,996.74,44.99
1713371747,21.83299,51.88525,19.72,996.78,45.01
1713371757,21.83299,51.89441,19.72,996.83,45.00
1713371767,21.84634,51.8761,19.71,996.82,45.02
1713371777,21.84634,51.89594,19.71,996.76,45.02
1713371787,21.83299,51.90509,19.71,996.87,45.04
1713371797,21.83299,51.92798,19.71,996.79,45.03
1713371807,21.83299,51.94934,19.71,996.76,45.03
1713371817,21.83299,51.88525,19.7,996.83,45.01
1713371827,21.84634,51.90814,19.71,996.73,45.01
1713371837,21.83299,51.89441,19.71,996.71,45.01
1713371847,21.83299,51.90509,19.7,996.77,45.00
1713371857,21.81963,51.87152,19.7,996.83,45.01
1713371867,21.83299,51.90509,19.69,996.76,45.00
1713371877,21.81963,51.8822,19.7,996.80,45.00
1713371887,21.83299,51.85016,19.69,996.82,45.03
1713371897,21.83299,51.91882,19.7,996.88,45.05
1713371907,21.84634,51.93103,19.7,996.75,45.06
1713371917,21.84634,51.96307,19.69,996.76,45.09
1713371927,21.83299,51.98291,19.69,996.73,45.09
1713371937,21.81963,51.98138,19.69,996.76,45.06
1713371947,21.81963,51.96002,19.69,996.82,45.04
1713371957,21.80361,51.9585,19.69,996.90,45.08
1713371967,21.79026,51.95544,19.69,996.81,45.08
1713371977,21.81963,51.94629,19.69,996.83,45.12
1713371987,21.81963,51.98138,19.69,996.78,45.11
1713371997,21.83299,51.97223,19.69,996.80,45.11
1713372007,21.83299,51.99512,19.69,996.80,45.11
1713372017,21.83299,51.99512,19.68,996.81,45.11
1713372027,21.80361,51.96765,19.67,996.78,45.10
1713372037,21.79026,51.98749,19.68,996.82,45.09
1713372047,21.80361,51.96765,19.68,996.85,45.08
1713372057,21.80361,51.97833,19.68,996.79,45.10
1713372067,21.80361,52.00122,19.67,996.86,45.14
1713372077,21.79026,51.97681,19.67,996.77,45.12
1713372087,21.80361,51.97833,19.67,996.85,45.12
1713372097,21.81963,52.01495,19.67,996.83,45.12
1713372107,21.81963,52.00427,19.67,996.88,45.15
1713372117,21.80361,52.04547,19.67,996.86,45.14
1713372127,21.80361,52.04547,19.66,996.87,45.16
1713372137,21.81963,52.03632,19.67,996.85,45.16
1713372147,21.79026,52.09735,19.67,996.89,45.21
1713372157,21.80361,52.1004,19.66,996.84,45.20
1713372167,21.79026,52.06378,19.67,996.91,45.20
1713372177,21.80361,52.04547,19.66,996.84,45.21
1713372187,21.79026,52.0882,19.66,996.82,45.22
1713372197,21.79026,52.0882,19.66,996.84,45.23
1713372207,21.79026,52.06378,19.65,996.83,45.24
1713372217,21.79026,52.10956,19.66,996.86,45.24
1713372227,21.77691,52.10651,19.66,996.81,45.23
1713372237,21.80361,52.07751,19.65,996.86,45.19
1713372247,21.79026,52.06378,19.65,996.83,45.19
1713372257,21.79026,52.06378,19.64,996.87,45.17
1713372267,21.77691,52.06073,19.64,996.84,45.20
1713372277,21.79026,52.05463,19.65,996.82,45.20
1713372287,21.76356,52.0592,19.64,996.81,45.17
1713372297,21.79026,52.05463,19.64,996.81,45.18
1713372307,21.79026,52.05463,19.65,996.79,45.18
1713372317,21.77691,52.04089,19.64,996.84,45.22
1713372327,21.79026,52.06378,19.64,996.81,45.24
1713372337,21.77691,52.09583,19.65,996.82,45.24
1713372347,21.76356,52.0592,19.63,996.80,45.25
1713372357,21.77691,52.10651,19.64,996.81,45.31
1713372367,21.79026,52.18738,19.63,996.87,45.31
1713372377,21.74754,52.12482,19.63,996.93,45.31
1713372387,21.74754,52.15686,19.63,996.88,45.31
1713372397,21.76356,52.14771,19.63,996.82,45.34
1713372407,21.77691,52.13855,19.63,996.88,45.36
1713372417,21.74754,52.16907,19.62,996.84,45.37
1713372427,21.76356,52.21485,19.63,996.84,45.37
1713372437,21.77691,52.23926,19.62,996.83,45.35
1713372447,21.79026,52.18738,19.62,996.86,45.35
1713372457,21.76356,52.23774,19.62,996.85,45.35
1713372467,21.76356,52.1706,19.62,996.86,45.33
1713372477,21.74754,52.18891,19.62,996.86,45.34
1713372487,21.77691,52.18433,19.62,996.89,45.34
1713372497,21.73418,52.17823,19.62,996.89,45.35
1713372507,21.77691,52.20569,19.62,996.90,45.38
1713372517,21.74754,52.20111,19.62,996.88,45.39
1713372527,21.74754,52.224,19.62,996.85,45.39
1713372537,21.74754,52.224,19.62,996.86,45.38
1713372547,21.74754,52.2118,19.62,996.87,45.36
1713372557,21.76356,52.20264,19.61,996.94,45.36
1713372567,21.74754,52.2118,19.62,996.95,45.36
1713372577,21.74754,52.18891,19.62,996.90,45.34
1713372587,21.76356,52.14771,19.62,996.85,45.35
1713372597,21.76356,52.1706,19.61,996.86,45.35
1713372607,21.74754,52.2118,19.62,996.90,45.36
1713372617,21.76356,52.22553,19.61,996.86,45.40
1713372627,21.73418,52.23316,19.6,996.88,45.43
1713372637,21.74754,52.24384,19.61,996.86,45.44
1713372647,21.73418,52.24231,19.61,996.89,45.41
1713372657,21.73418,52.18738,19.6,996.93,45.37
1713372667,21.73418,52.22095,19.6,996.85,45.40
1713372677,21.74754,52.24384,19.6,996.85,45.40
1713372687,21.73418,52.23316,19.61,996.89,45.42
1713372697,21.70214,52.23774,19.61,996.94,45.41
1713372707,21.73418,52.23316,19.6,996.92,45.41
1713372717,21.72083,52.25299,19.6,996.92,45.46
1713372727,21.72083,52.31708,19.6,996.93,45.46
1713372737,21.73418,52.28504,19.59,996.85,45.47
1713372747,21.73418,52.29725,19.59,996.92,45.47
1713372757,21.76356,52.32471,19.59,996.91,45.49
1713372767,21.73418,52.33997,19.6,996.90,45.47
1713372777,21.74754,52.33387,19.59,996.88,45.45
1713372787,21.72083,52.26215,19.59,996.88,45.46
1713372797,21.74754,52.29877,19.59,996.86,45.49
1713372807,21.73418,52.32013,19.58,996.90,45.49
1713372817,21.72083,52.33997,19.59,996.88,45.52
1713372827,21.70214,52.32624,19.58,996.90,45.51
1713372837,21.70214,52.35828,19.58,996.95,45.53
1713372847,21.73418,52.33997,19.59,996.96,45.53
1713372857,21.73418,52.37506,19.58,996.93,45.50
1713372867,21.72083,52.38422,19.58,996.95,45.53
1713372877,21.70214,52.35828,19.58,996.95,45.55
1713372887,21.70214,52.37049,19.58,996.95,45.55
1713372897,21.72083,52.40711,19.57,996.96,45.54
1713372907,21.72083,52.40711,19.58,996.95,45.55
1713372917,21.72083,52.38422,19.58,997.00,45.56
1713372927,21.72083,52.40711,19.57,996.96,45.56
1713372937,21.68879,52.40253,19.57,996.90,45.55
1713372947,21.68879,52.35675,19.57,996.99,45.54
1713372957,21.67544,52.37659,19.56,996.92,45.54
1713372967,21.74754,52.35675,19.57,997.01,45.50
1713372977,21.68879,52.35675,19.57,996.93,45.52
1713372987,21.70214,52.37049,19.56,996.92,45.52
1713372997,21.72083,52.37201,19.58,996.95,45.49
1713373007,21.67544,52.36591,19.55,996.93,45.50
1713373017,21.70214,52.33844,19.56,996.98,45.52
1713373027,21.70214,52.37049,19.55,996.93,45.51
1713373037,21.70214,52.33844,19.56,996.94,45.52
1713373047,21.70214,52.39338,19.56,996.91,45.55
1713373057,21.72083,52.36133,19.56,996.97,45.51
1713373067,21.67544,52.34455,19.55,996.96,45.56
1713373077,21.67544,52.37659,19.56,996.97,45.58
1713373087,21.68879,52.41169,19.55,996.96,45.59
1713373097,21.68879,52.40253,19.55,996.96,45.61
1713373107,21.67544,52.40863,19.55,996.93,45.60
1713373117,21.67544,52.44373,19.55,996.98,45.60
1713373127,21.67544,52.3888,19.55,997.01,45.61
1713373137,21.67544,52.44373,19.55,997.01,45.63
1713373147,21.67544,52.43152,19.54,996.99,45.64
1713373157,21.68879,52.45441,19.54,997.05,45.64
1713373167,21.67544,52.45288,19.54,997.00,45.63
1713373177,21.67544,52.44373,19.55,997.01,45.62
1713373187,21.67544,52.45288,19.54,997.04,45.64
1713373197,21.67544,52.46662,19.54,997.10,45.64
1713373207,21.67544,52.48645,19.54,997.02,45.65
1713373217,21.66209,52.44068,19.53,997.03,45.64
1713373227,21.68879,52.46662,19.53,997.00,45.64
1713373237,21.68879,52.46662,19.53,997.00,45.65
1713373247,21.67544,52.47577,19.54,997.07,45.65
1713373257,21.67544,52.48645,19.53,997.05,45.67
1713373267,21.67544,52.45288,19.54,997.04,45.66
1713373277,21.68879,52.46662,19.54,997.12,45.64
1713373287,21.67544,52.46662,19.54,997.09,45.65
1713373297,21.67544,52.45288,19.54,997.04,45.65
1713373307,21.66209,52.43,19.53,997.05,45.67
1713373317,21.64606,52.46204,19.52,997.09,45.66
1713373327,21.67544,52.47577,19.53,997.06,45.69
1713373337,21.64606,52.50476,19.53,997.02,45.70
1713373347,21.66209,52.49561,19.52,997.09,45.70
1713373357,21.66209,52.50782,19.52,997.09,45.70
1713373367,21.68879,52.50019,19.53,997.03,45.70
1713373377,21.67544,52.49866,19.52,997.14,45.68
1713373387,21.66209,52.49561,19.52,997.12,45.71
1713373397,21.64606,52.49408,19.52,997.11,45.72
1713373407,21.64606,52.50476,19.52,997.07,45.70
1713373417,21.66209,52.53987,19.52,997.12,45.71
1713373427,21.64606,52.49408,19.52,997.17,45.72
1713373437,21.64606,52.4712,19.52,997.14,45.74
1713373447,21.66209,52.52765,19.51,997.16,45.74
1713373457,21.66209,52.53987,19.51,997.10,45.73
1713373467,21.64606,52.51697,19.51,997.15,45.72
1713373477,21.64606,52.53681,19.51,997.12,45.73
1713373487,21.66209,52.53987,19.51,997.10,45.75
1713373497,21.67544,52.58564,19.51,997.10,45.74
1713373507,21.66209,52.55055,19.5,997.14,45.74
1713373517,21.64606,52.54902,19.51,997.15,45.73
1713373527,21.64606,52.49408,19.51,997.15,45.73
1713373537,21.64606,52.53681,19.51,997.13,45.73
1713373547,21.63271,52.53528,19.5,997.14,45.74
1713373557,21.67544,52.55055,19.51,997.12,45.74
1713373567,21.63271,52.53528,19.5,997.20,45.75
1713373577,21.64606,52.5597,19.5,997.16,45.74
1713373587,21.63271,52.52308,19.49,997.07,45.71
1713373597,21.64606,52.52613,19.49,997.04,45.73
1713373607,21.64606,52.53681,19.5,997.05,45.74
1713373617,21.64606,52.50476,19.49,997.13,45.71
1713373627,21.64606,52.53681,19.5,997.14,45.73
1713373637,21.61936,52.54445,19.49,997.10,45.74
1713373647,21.63271,52.53528,19.5,997.11,45.74
1713373657,21.61936,52.55513,19.49,997.07,45.73
1713373667,21.66209,52.50782,19.49,997.13,45.74
1713373677,21.63271,52.54597,19.49,997.21,45.77
1713373687,21.64606,52.54902,19.49,997.07,45.76
1713373697,21.61936,52.56733,19.48,997.09,45.78
1713373707,21.61936,52.53223,19.49,997.12,45.78
1713373717,21.63271,52.6009,19.47,997.12,45.80
1713373727,21.61936,52.59022,19.49,997.15,45.82
1713373737,21.61936,52.59938,19.49,997.09,45.81
1713373747,21.63271,52.62226,19.48,997.14,45.81
1713373757,21.61936,52.61921,19.48,997.17,45.82
1713373767,21.63271,52.6009,19.47,997.18,45.82
1713373777,21.63271,52.62226,19.48,997.14,45.86
1713373787,21.64606,52.61464,19.49,997.20,45.84
1713373797,21.61936,52.61006,19.49,997.23,45.85
1713373807,21.61936,52.64515,19.48,997.21,45.87
1713373817,21.61936,52.64515,19.48,997.10,45.86
1713373827,21.61936,52.64515,19.47,997.15,45.83
1713373837,21.61936,52.59938,19.47,997.20,45.81
1713373847,21.61936,52.57649,19.47,997.18,45.82
1713373857,21.63271,52.64668,19.48,997.21,45.84
1713373867,21.61936,52.61921,19.47,997.20,45.84
1713373877,21.60601,52.59632,19.46,997.22,45.85
1713373887,21.61936,52.66499,19.46,997.13,45.87
1713373897,21.61936,52.67414,19.47,997.20,45.86
1713373907,21.63271,52.62226,19.46,997.22,45.81
1713373917,21.61936,52.59938,19.46,997.19,45.84
1713373927,21.61936,52.63295,19.47,997.25,45.84
1713373937,21.61936,52.64515,19.46,997.16,45.87
1713373947,21.58999,52.62837,19.46,997.26,45.84
1713373957,21.60601,52.6421,19.46,997.30,45.83
1713373967,21.60601,52.60853,19.46,997.19,45.85
1713373977,21.60601,52.58717,19.46,997.18,45.85
1713373987,21.60601,52.63142,19.46,997.23,45.85
1713373997,21.60601,52.6421,19.46,997.22,45.84
1713374007,21.60601,52.61769,19.46,997.23,45.86
1713374017,21.60601,52.66346,19.46,997.15,45.88
1713374027,21.63271,52.6772,19.46,997.26,45.90
1713374037,21.57664,52.69093,19.46,997.23,45.89
1713374047,21.61936,52.7184,19.46,997.23,45.92
1713374057,21.57664,52.68177,19.45,997.25,45.93
1713374067,21.58999,52.70466,19.45,997.27,45.93
1713374077,21.58999,52.72755,19.46,997.28,45.91
1713374087,21.58999,52.69246,19.45,997.27,45.96
1713374097,21.58999,52.73823,19.45,997.27,45.97
1713374107,21.58999,52.73823,19.45,997.24,45.94
1713374117,21.60601,52.70619,19.45,997.21,45.91
1713374127,21.57664,52.70161,19.45,997.13,45.93
1713374137,21.57664,52.71382,19.45,997.29,45.94
1713374147,21.58999,52.71382,19.44,997.26,45.96
1713374157,21.56329,52.74281,19.44,997.30,45.93
1713374167,21.58999,52.71382,19.44,997.28,45.92
1713374177,21.58999,52.70466,19.45,997.35,45.94
1713374187,21.58999,52.73823,19.44,997.25,45.93
1713374197,21.57664,52.7245,19.44,997.33,45.94
1713374207,21.57664,52.74586,19.44,997.30,45.93
1713374217,21.56329,52.72297,19.43,997.24,45.94
1713374227,21.56329,52.74281,19.45,997.35,45.95
1713374237,21.57664,52.71382,19.44,997.37,45.95
1713374247,21.57664,52.76875,19.44,997.25,45.95
1713374257,21.57664,52.77943,19.42,997.28,45.96
1713374267,21.56329,52.7779,19.43,997.30,45.96
1713374277,21.56329,52.7657,19.43,997.26,45.98
1713374287,21.58999,52.79164,19.43,997.29,46.00
1713374297,21.57664,52.77943,19.43,997.29,45.99
1713374307,21.56329,52.74281,19.43,997.31,46.00
1713374317,21.56329,52.79774,19.43,997.31,45.99
1713374327,21.56329,52.81147,19.42,997.25,45.99
1713374337,21.57664,52.76875,19.43,997.29,45.97
1713374347,21.56329,52.74281,19.41,997.36,45.98
1713374357,21.56329,52.81147,19.42,997.33,45.98
1713374367,21.56329,52.7657,19.42,997.28,45.96
1713374377,21.54726,52.74128,19.42,997.33,45.95
1713374387,21.57664,52.78859,19.42,997.27,45.98
1713374397,21.54726,52.75196,19.42,997.38,45.96
1713374407,21.56329,52.75654,19.42,997.36,45.98
1713374417,21.56329,52.73365,19.42,997.33,45.99
1713374427,21.56329,52.75654,19.42,997.41,45.97
1713374437,21.56329,52.7779,19.41,997.31,45.97
1713374447,21.53391,52.76112,19.42,997.36,45.97
1713374457,21.54726,52.75196,19.4,997.35,45.97
1713374467,21.54726,52.78401,19.4,997.33,45.98
1713374477,21.56329,52.7779,19.41,997.34,46.00
1713374487,21.54726,52.78401,19.4,997.30,46.00
1713374497,21.54726,52.77485,19.4,997.36,46.00
1713374507,21.54726,52.80995,19.4,997.35,46.01
1713374517,21.56329,52.81147,19.4,997.44,46.02
1713374527,21.57664,52.83436,19.4,997.36,46.02
1713374537,21.53391,52.81605,19.4,997.38,46.04
1713374547,21.53391,52.81605,19.4,997.38,46.04
1713374557,21.54726,52.8191,19.39,997.39,46.04
1713374567,21.53391,52.85115,19.4,997.35,46.03
1713374577,21.53391,52.83894,19.39,997.34,46.08
1713374587,21.53391,52.83894,19.4,997.38,46.08
1713374597,21.54726,52.86183,19.39,997.33,46.10
1713374607,21.53391,52.91523,19.39,997.35,46.09
1713374617,21.53391,52.91523,19.39,997.39,46.10
1713374627,21.53391,52.90608,19.39,997.42,46.09
1713374637,21.53391,52.90608,19.39,997.37,46.07
1713374647,21.52056,52.86946,19.39,997.39,46.09
1713374657,21.53391,52.90608,19.39,997.39,46.10
1713374667,21.53391,52.89387,19.39,997.39,46.10
1713374677,21.53391,52.87098,19.39,997.36,46.12
1713374687,21.53391,52.8603,19.39,997.41,46.12
1713374697,21.54726,52.89387,19.39,997.36,46.10
1713374707,21.53391,52.92591,19.39,997.35,46.10
1713374717,21.53391,52.87098,19.38,997.39,46.09
1713374727,21.53391,52.89387,19.38,997.40,46.08
1713374737,21.53391,52.88014,19.39,997.39,46.08
1713374747,21.52056,52.90303,19.39,997.41,46.11
1713374757,21.52056,52.92439,19.38,997.34,46.11
1713374767,21.52056,52.89235,19.38,997.37,46.10
1713374777,21.52056,52.90303,19.38,997.34,46.11
1713374787,21.53391,52.90608,19.37,997.36,46.11
1713374797,21.52056,52.92439,19.38,997.37,46.11
1713374807,21.53391,52.92591,19.38,997.37,46.12
1713374817,21.52056,52.89235,19.38,997.39,46.12
1713374827,21.52056,52.93507,19.37,997.41,46.12
1713374837,21.52056,52.92439,19.37,997.41,46.14
1713374847,21.50721,52.93355,19.38,997.42,46.14
1713374857,21.49119,52.9305,19.37,997.41,46.14
1713374867,21.52056,52.94728,19.37,997.37,46.15
